risk_probability,risk_tier,recommended_action
0.3790869280205198,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.540265034052949,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6037987713300196,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.41628634382427765,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6281431015167535,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6547082429601074,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.620311301716906,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.42987057127725337,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4001410329929263,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6576035441742141,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.39394889301029296,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.47039522505238174,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44679915549402643,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2877818593446713,Medium,Automated supplier check-in email.
0.41938565957349233,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40398240092583704,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3038167772580382,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4558511163556282,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4372519813096217,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.639365482747612,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.44814796893268655,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.42563644240593324,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7047360361692335,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.41849299700247256,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5493122853458781,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6942547313280845,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4528303982180721,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40855498627393994,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5276748078063386,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4532860581285834,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36484239941314384,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.347947903026494,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44313986759227586,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5644539997989824,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.35591584841050805,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6674427893606615,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.40237680649784846,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4551128242546992,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.30781844396875613,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4727613257208826,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.37013387847268886,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6159380899237811,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4243690483083259,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40258821355479196,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5579979386388839,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.455551129399495,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6131402825327696,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6577222967364985,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6632292396951145,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.447206539102587,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36005247894442904,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.47772121289059455,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4903301335795158,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38913075476888215,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.577446896248889,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4054832061711047,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3034999495877713,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31712761635975956,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5581378398806986,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6370992151475728,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5630464495587906,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36557458734932496,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3044882546531122,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5420082419870096,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4081436838526537,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5172846546791124,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7131408455899143,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.43499932797659974,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38924846003523367,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5012857741388301,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4933707316956524,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7100499282976076,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.511046140316535,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4151467187356276,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.33254183310259566,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3985757943975765,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4534824146863723,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.39699162296283996,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4153160993247635,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3892049505870354,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44105078019966026,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6542108277697637,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3005722730168736,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5324256491416349,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.37775069848649073,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3761557171087292,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.47673776998722167,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.526627663095729,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.45173273637202,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4059303871736339,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.564346438180449,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.45927009850454376,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2904771139919586,Medium,Automated supplier check-in email.
0.42413116353258506,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3154903524966636,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6129013259957262,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5953332257436145,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6131402825327696,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4171651743799281,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5068038160715088,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3827735277288518,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5782204314006528,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40715466552059965,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6058191363855541,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6914205284672438,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5515244620499894,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.704461323137946,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.42684676527677945,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.41207267865735536,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.34404051863951346,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.32350348433659853,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6550962611023103,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6750663363623065,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.38747706763443523,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6810952692100116,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3821608090876666,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.658154640580842,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.609830725842451,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6529018370905394,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.29086990455121886,Medium,Automated supplier check-in email.
0.39107636804061824,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6207023901071833,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6451075762215808,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.414659500377779,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5570728116673541,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5143234125636111,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4169373897484593,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43603203395967033,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7052867879565055,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.43924566091569617,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6320226980498986,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.49112020259566364,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5298954801596527,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.30253844089326587,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7015255484419304,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4280771262323594,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6928843991023483,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4854804988052318,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7107187705315321,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4504386453681696,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.577468745256583,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6840748312850009,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3220830899363291,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.41442622285614233,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4471532736985786,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3469527835116084,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5542054562264919,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31354286049827573,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5447853906512192,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6056290375395299,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3971688903889057,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3168413382962695,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4199297333510061,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38083989424058007,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4227568394012708,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44803074308328206,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5830341000990222,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5995569640735549,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5071945624995582,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43523618506124695,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4427587266472511,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.29344473490767026,Medium,Automated supplier check-in email.
0.5108234223910105,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6799457459410535,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.40462301632946435,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5617918324710233,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4202410549989292,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40649796179122016,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43433632988048976,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6568711851825493,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5552525127793075,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.29406494961842355,Medium,Automated supplier check-in email.
0.33793032346200436,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4277179937366579,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.42577041656921816,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4441516753568999,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3742775317576637,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3949367218627627,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3714758432865891,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44347876809606185,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38160263453817095,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.42896775837162376,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4056009465328592,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4488171534419162,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3822095360923761,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7860306434084051,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4116763373115586,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.32456659062044846,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.35226648421260137,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40226322058098263,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5717943814823125,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2931321407302141,Medium,Automated supplier check-in email.
0.4064589587570056,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5126700693350992,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4009595156384212,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3542384080580063,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5242241378559337,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6620900066154678,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3023604519661138,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6121604067616149,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3662193636650719,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4049625350302579,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6940494728035138,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4495542091137328,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5326261736611934,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6209742679153103,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.304665530895384,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3340226009345402,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5385481236172389,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3723931117428272,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6405926553196416,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4307029764755953,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4884188273117586,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.46554109051614845,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6045185771257329,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6346544406142378,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4374846081767382,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.39432543559549893,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.39145761323858536,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.39282828121276864,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.456762740377961,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44091247003076367,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6502543592161643,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.40239765001868694,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4327519484641344,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.41762694587325594,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6353283083863174,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3902991176486901,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.46005240104072115,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4687609262648723,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3064165471893848,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31305950809710714,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5226263147314828,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3965137808454258,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43292190964102173,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
